"","1Q.A","2Q.A","3Q.A","4Q.A","F.A","2POINTSFGM.A","2POINTSFGA.A","2POINTSFGR.A","3POINTSFGM.A","3POINTSFGA.A","3POINTSFGR.A","FREE-THROWSM.A","FREE-THROWSA.A","FREE-THROWSR.A","OFFENSIVEREBOUNDS.A","DEFENSIVEREBOUNDS.A","TOTALREBOUNDS.A","ASSIST.A","TURNOVER.A","STEALS.A","BLOCKS.A","FOULS.A","FASTBREAKPOINTS.A","BIGGESTLEAD.A","POINTSINTHEPAINT.A","POINTSFROMTURNOVER.A","SECONDCHANCEPOINTS.A","BIGGESTSCORINGRUN.A","1Q.B","2Q.B","3Q.B","4Q.B","F.B","2POINTSFGM.B","2POINTSFGA.B","2POINTSFGR.B","3POINTSFGM.B","3POINTSFGA.B","3POINTSFGR.B","FREE-THROWSM.B","FREE-THROWSA.B","FREE-THROWSR.B","OFFENSIVEREBOUNDS.B","DEFENSIVEREBOUNDS.B","TOTALREBOUNDS.B","ASSIST.B","TURNOVER.B","STEALS.B","BLOCKS.B","FOULS.B","FASTBREAKPOINTS.B","BIGGESTLEAD.B","POINTSINTHEPAINT.B","POINTSFROMTURNOVER.B","SECONDCHANCEPOINTS.B","BIGGESTSCORINGRUN.B","GAMEIDX","DATE","SHEDULEKEY","TEAM.A","TEAM.B","ISHOME.A","ISHOME.B","EX1.A","EX1.B","EX2.A","EX2.B","EX3.A","EX3.B"
"136","18","17","26","12","73","21","40","52.5%","8","20","40%","7","15","46.7%","6","32","38","19","13","4","1","18","2","21","32","8","4","8-0(61-47)","13","14","22","11","60","21","44","47.7%","4","25","16%","6","9","66.7%","13","25","38","18","13","7","1","17","11","0","28","9","4","9-0(72-60)",2,"10.06","3558","çÅêÏ","ïüìá",TRUE,FALSE,0,0,0,0,0,0
"137","16","7","21","25","69","15","31","48.4%","5","21","23.8%","24","36","66.7%","7","19","26","14","12","4","0","16","12","2","24","14","6","7-0(12-10)","25","19","20","21","85","27","47","57.4%","7","19","36.8%","10","13","76.9%","12","29","41","20","13","5","2","26","16","25","48","19","14","14-0(23-44)",3,"10.07","3559","çÅêÏ","ïüìá",TRUE,FALSE,0,0,0,0,0,0
"138","13","17","15","16","61","20","42","47.6%","4","14","28.6%","9","17","52.9%","10","30","40","18","15","3","4","19","5","3","24","5","6","7-0(53-44)","18","14","23","19","74","24","54","44.4%","5","20","25%","11","15","73.3%","17","25","42","20","6","8","5","17","15","18","40","16","9","9-0(38-30)",4,"10.13","3576","çÅêÏ","çLìá",FALSE,TRUE,0,0,0,0,0,0
"139","23","18","19","18","78","23","34","67.6%","7","21","33.3%","11","17","64.7%","5","22","27","18","14","6","1","17","11","1","36","12","7","8-0(64-57)","28","24","14","22","88","18","41","43.9%","13","26","50%","13","16","81.3%","16","22","38","27","10","3","2","16","4","16","24","17","21","9-0(20-10)",5,"10.14","3577","çÅêÏ","çLìá",FALSE,TRUE,0,0,0,0,0,0
"140","14","12","9","24","59","14","42","33.3%","4","15","26.7%","19","28","67.9%","7","22","29","14","11","6","1","15","6","2","20","7","2","5-0(40-70)","23","19","26","20","88","25","44","56.8%","10","29","34.5%","8","11","72.7%","14","37","51","26","11","7","4","23","17","35","38","15","24","9-0(2-9)",6,"10.20","3594","çÅêÏ","ìáç™",TRUE,FALSE,0,0,0,0,0,0
"141","7","13","23","8","51","8","26","30.8%","5","31","16.1%","20","21","95.2%","8","20","28","11","13","8","0","16","7","1","10","11","6","7-0(40-57)","17","18","32","23","90","21","38","55.3%","11","27","40.7%","15","18","83.3%","15","36","51","31","13","6","5","20","34","39","34","18","9","10-0(5-14)",7,"10.21","3595","çÅêÏ","ìáç™",TRUE,FALSE,0,0,0,0,0,0
"142","23","27","11","20","81","18","32","56.3%","11","27","40.7%","12","26","46.2%","9","35","44","29","13","6","0","19","13","16","30","13","10","11-0(29-43)","21","17","25","15","78","17","36","47.2%","10","30","33.3%","14","19","73.7%","6","30","36","25","9","6","2","23","16","6","24","12","7","15-0(58-59)",8,"10.24","3606","çÅêÏ","à§ïQ",FALSE,TRUE,0,0,0,0,0,0
"143","24","21","21","15","81","24","45","53.3%","7","18","38.9%","12","22","54.5%","12","24","36","25","15","7","1","23","7","10","38","16","10","8-0(45-38)","19","19","20","28","86","27","44","61.4%","6","20","30%","14","20","70%","12","23","35","19","15","10","3","19","12","5","40","19","9","8-0(79-80)",1,"9.28","3540","à§ïQ","çLìá",TRUE,FALSE,0,0,0,0,0,0
"144","25","12","15","15","67","20","36","55.6%","4","20","20%","15","17","88.2%","3","28","31","15","13","2","0","20","3","14","30","9","3","10-0(35-21)","17","16","25","17","75","25","48","52.1%","4","14","28.6%","13","23","56.5%","10","29","39","21","10","6","0","13","6","9","42","12","6","13-0(41-49)",2,"9.29","3541","à§ïQ","çLìá",TRUE,FALSE,0,0,0,0,0,0
"145","24","10","16","21","71","25","52","48.1%","5","20","25%","6","10","60%","13","32","45","20","11","4","0","15","10","6","38","8","14","10-0(69-60)","18","25","24","15","82","20","42","47.6%","10","32","31.3%","12","19","63.2%","13","30","43","25","7","9","4","15","13","19","30","14","10","7-0(40-30)",3,"10.06","3560","à§ïQ","åFñ{",FALSE,TRUE,0,0,0,0,0,0
"146","19","11","24","21","75","18","47","38.3%","8","22","36.4%","15","20","75%","13","27","40","19","7","11","2","15","9","9","32","17","10","9-0(36-37)","15","21","28","16","80","14","32","43.8%","14","32","43.8%","10","11","90.9%","9","31","40","25","12","4","3","17","10","11","16","9","4","7-0(18-19)",4,"10.07","3561","à§ïQ","åFñ{",FALSE,TRUE,0,0,0,0,0,0
"147","20","16","21","20","77","28","50","56%","3","22","13.6%","12","13","92.3%","7","33","40","24","7","7","2","19","10","9","48","16","3","9-0(49-41)","13","23","18","21","75","20","39","51.3%","7","30","23.3%","14","19","73.7%","11","33","44","20","11","1","3","14","8","1","32","6","8","6-0(34-34)",5,"10.13","3578","à§ïQ","àÔèÈ",TRUE,FALSE,0,0,0,0,0,0
"148","26","10","24","22","82","26","46","56.5%","7","26","26.9%","9","11","81.8%","9","28","37","25","8","2","0","18","17","12","46","6","7","6-0(6-2)","17","19","26","26","88","26","48","54.2%","9","24","37.5%","9","13","69.2%","12","30","42","23","10","5","1","11","20","6","46","6","7","8-0(26-22)",6,"10.14","3579","à§ïQ","àÔèÈ",TRUE,FALSE,0,0,0,0,0,0
"149","15","15","17","23","70","23","56","41.1%","6","18","33.3%","6","10","60%","16","23","39","19","16","10","1","19","8","0","40","13","14","6-0(38-30)","22","18","26","23","89","17","27","63%","13","29","44.8%","16","28","57.1%","6","30","36","22","16","8","6","17","15","24","24","16","7","14-0(36-19)",7,"10.20","3580","à§ïQ","ê¬êX",FALSE,TRUE,0,0,0,0,0,0
"150","24","19","17","17","86","27","67","40.3%","6","23","26.1%","14","23","60.9%","27","34","61","19","13","5","5","23","4","11","42","12","25","9-0(3-11)","16","20","23","18","85","17","42","40.5%","10","33","30.3%","21","32","65.6%","16","36","52","26","11","9","3","20","16","6","32","11","13","11-0(77-74)",8,"10.21","3581","à§ïQ","ê¬êX",FALSE,TRUE,9,8,0,0,0,0
"151","21","17","25","15","78","17","36","47.2%","10","30","33.3%","14","19","73.7%","6","30","36","25","9","6","2","23","16","6","24","12","7","15-0(58-59)","23","27","11","20","81","18","32","56.3%","11","27","40.7%","12","26","46.2%","9","35","44","29","13","6","0","19","13","16","30","13","10","11-0(29-43)",9,"10.24","3606","à§ïQ","çÅêÏ",TRUE,FALSE,0,0,0,0,0,0
"152","21","21","21","21","84","19","52","36.5%","8","16","50%","22","28","78.6%","11","26","37","18","6","8","4","14","17","8","30","8","13","11-0(63-55)","25","17","15","21","78","27","60","45%","6","17","35.3%","6","8","75%","18","31","49","21","13","3","5","23","13","9","42","8","15","9-0(11-13)",1,"9.29","3542","åFñ{","ìáç™",TRUE,FALSE,0,0,0,0,0,0
"153","14","20","24","23","81","27","53","50.9%","5","19","26.3%","12","17","70.6%","15","22","37","21","15","6","1","18","17","3","50","19","12","8-0(50-55)","19","28","17","24","88","23","43","53.5%","9","16","56.3%","15","20","75%","6","26","32","20","13","7","6","16","11","17","30","23","9","9-0(58-71)",2,"9.30","3543","åFñ{","ìáç™",TRUE,FALSE,0,0,0,0,0,0
"154","18","25","24","15","82","20","42","47.6%","10","32","31.3%","12","19","63.2%","13","30","43","25","7","9","4","15","13","19","30","14","10","7-0(40-30)","24","10","16","21","71","25","52","48.1%","5","20","25%","6","10","60%","13","32","45","20","11","4","0","15","10","6","38","8","14","10-0(69-60)",3,"10.06","3560","åFñ{","à§ïQ",TRUE,FALSE,0,0,0,0,0,0
"155","15","21","28","16","80","14","32","43.8%","14","32","43.8%","10","11","90.9%","9","31","40","25","12","4","3","17","10","11","16","9","4","7-0(18-19)","19","11","24","21","75","18","47","38.3%","8","22","36.4%","15","20","75%","13","27","40","19","7","11","2","15","9","9","32","17","10","9-0(36-37)",4,"10.07","3561","åFñ{","à§ïQ",TRUE,FALSE,0,0,0,0,0,0
"156","14","10","18","28","70","22","50","44%","2","23","8.7%","20","28","71.4%","15","34","49","17","9","4","0","27","8","5","42","3","11","7-0(65-57)","17","20","21","25","83","22","47","46.8%","7","26","26.9%","18","31","58.1%","17","36","53","16","7","5","3","26","8","21","36","14","20","10-0(36-22)",5,"10.13","3572","åFñ{","êºã{",FALSE,TRUE,0,0,0,0,0,0
"157","17","16","27","29","89","22","45","48.9%","5","19","26.3%","30","35","85.7%","12","20","32","19","7","8","4","18","2","13","32","11","9","9-0(30-35)","13","17","27","25","82","18","43","41.9%","12","24","50%","10","14","71.4%","16","25","41","23","18","5","1","31","8","4","24","9","15","11-0(48-50)",6,"10.14","3573","åFñ{","êºã{",FALSE,TRUE,0,0,0,0,0,0
"158","18","16","14","26","74","21","40","52.5%","6","19","31.6%","14","19","73.7%","7","35","42","23","18","4","0","26","22","7","34","11","8","8-0(20-16)","16","18","16","18","68","22","46","47.8%","4","19","21.1%","12","24","50%","10","26","36","12","12","11","0","19","6","6","32","23","12","5-0(2-8)",7,"10.20","3596","åFñ{","î™â§éq",TRUE,FALSE,0,0,0,0,0,0
"159","20","18","26","20","84","25","40","62.5%","7","18","38.9%","13","21","61.9%","8","27","35","24","12","8","5","18","16","24","46","15","13","10-0(66-52)","17","16","19","9","61","24","52","46.2%","2","15","13.3%","7","11","63.6%","14","21","35","14","14","4","1","15","1","1","30","13","10","6-0(20-21)",8,"10.21","3597","åFñ{","î™â§éq",TRUE,FALSE,0,0,0,0,0,0
"160","20","16","20","10","82","25","45","55.6%","4","16","25%","20","25","80%","6","39","45","19","19","5","2","20","7","22","40","7","2","12-0(22-44)","10","12","22","22","76","22","56","39.3%","8","29","27.6%","8","16","50%","19","28","47","18","11","9","5","21","7","0","42","21","20","7-0(15-20)",9,"10.24","3605","åFñ{","çLìá",FALSE,TRUE,16,10,0,0,0,0
