TEAM,NO,PLAYER,PO,G,GS,MIN,MINPG,PTS,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OR,DR,TR,RPG,AS,APG,TO,ST,BS,BSR,F,FD,EFF,ID,YEAR,LEAGUE
青森,8,佐野 太一,PG/SG,19,0,465:53,24:31,196,10.3,70,178,39.3%,39,112,34.8%,17,20,85.0%,6,32,38,2.0,38,2.0,16,17,1,1,40,29,9,10874,2018,2
愛媛,0,楯 昌宗,PG,19,19,502:20,26:26,192,10.1,71,201,35.3%,29,94,30.9%,21,23,91.3%,11,37,48,2.5,56,2.9,14,11,1,10,45,26,9,8725,2018,2
西宮,33,ランディー・ホワイト,C,12,11,342:57,28:34,191,15.9,79,152,52.0%,14,30,46.7%,19,39,48.7%,19,56,75,6.3,27,2.3,19,11,10,6,44,35,17,18443,2018,2
福島,8,村上 慎也,PG,19,18,523:32,27:33,188,9.9,70,172,40.7%,15,60,25.0%,33,46,71.7%,7,36,43,2.3,94,4.9,29,21,2,12,25,57,11,8674,2018,2
茨城,27,眞庭 城聖,SF,19,19,526:24,27:42,187,9.8,70,172,40.7%,26,84,31.0%,21,27,77.8%,11,49,60,3.2,63,3.3,36,10,3,2,30,46,9,8604,2018,2
熊本,1,中西 良太,PF,17,9,400:38,23:34,184,10.8,68,134,50.7%,0,1,0.0%,48,74,64.9%,32,57,89,5.2,24,1.4,32,7,10,12,48,60,11,9347,2018,2
広島,12,エリック・トンプソン,PF/C,16,15,433:57,27:07,183,11.4,74,122,60.7%,0,0,0.0%,35,59,59.3%,58,100,158,9.9,30,1.9,24,15,6,4,46,52,19,18434,2018,2
茨城,10,アンドリュー・ランダル,SF/PF,8,8,297:04,37:08,181,22.6,68,120,56.7%,4,17,23.5%,41,56,73.2%,21,68,89,11.1,58,7.3,16,9,2,1,15,50,32,10834,2018,2
青森,0,會田 圭佑,PG,19,19,617:52,32:31,180,9.5,75,183,41.0%,18,58,31.0%,12,14,85.7%,12,50,62,3.3,92,4.8,42,16,2,11,27,23,11,10824,2018,2
東京Z,14,柏倉 哲平,PG,19,18,640:57,33:44,178,9.4,65,166,39.2%,33,91,36.3%,15,15,100.0%,6,34,40,2.1,108,5.7,38,16,2,2,47,34,11,10894,2018,2
香川,88,木村 啓太郎,PG,18,15,522:44,29:02,177,9.8,56,124,45.2%,25,59,42.4%,40,61,65.6%,9,39,48,2.7,57,3.2,39,23,2,3,55,54,10,8744,2018,2
山形,14,チュクゥディエベレ・マドゥアバム,PF/C,15,15,512:38,34:10,175,11.7,68,108,63.0%,0,1,0.0%,39,66,59.1%,47,89,136,9.1,19,1.3,22,8,37,5,48,68,19,9432,2018,2
広島,3,岡本 飛竜,PG,19,19,528:04,27:47,174,9.2,66,180,36.7%,13,50,26.0%,29,39,74.4%,17,41,58,3.1,119,6.3,32,36,0,4,36,46,12,8839,2018,2
山形,37,河野 誠司,PG,19,17,458:42,24:08,174,9.2,61,132,46.2%,40,80,50.0%,12,17,70.6%,7,22,29,1.5,70,3.7,23,5,0,0,26,24,9,8606,2018,2
広島,24,田中 成也,SG,19,18,518:53,27:18,172,9.1,51,138,37.0%,41,106,38.7%,29,36,80.6%,3,31,34,1.8,54,2.8,34,16,1,4,31,33,8,8528,2018,2
茨城,2,福澤 晃平,PG/SG,19,11,435:21,22:54,168,8.8,61,134,45.5%,26,75,34.7%,20,25,80.0%,7,18,25,1.3,34,1.8,9,13,2,3,45,29,8,9044,2018,2
仙台,11,白戸 大聖,SG,19,19,486:29,25:36,168,8.8,56,149,37.6%,21,62,33.9%,35,44,79.5%,12,30,42,2.2,34,1.8,21,9,6,5,36,41,7,15832,2018,2
仙台,7,澤邉 圭太,SG,19,19,409:04,21:31,166,8.7,53,133,39.8%,10,45,22.2%,50,61,82.0%,7,34,41,2.2,42,2.2,34,27,4,10,30,42,8,10263,2018,2
信州,19,大崎 裕太,PG/SG,19,8,423:12,22:16,165,8.7,63,167,37.7%,30,96,31.3%,9,11,81.8%,10,31,41,2.2,61,3.2,14,22,2,3,28,13,9,18429,2018,2
群馬,7,古牧 昌也,SG,19,18,501:35,26:23,162,8.5,58,125,46.4%,24,57,42.1%,22,30,73.3%,24,38,62,3.3,37,1.9,19,21,2,4,44,51,10,12500,2018,2
島根,0,佐藤 公威,SG,19,16,496:33,26:08,160,8.4,62,157,39.5%,22,74,29.7%,14,17,82.4%,3,40,43,2.3,27,1.4,17,15,0,5,44,17,7,8475,2018,2
FE名古屋,0,山本 エドワード,PG,19,19,530:49,27:56,159,8.4,58,127,45.7%,32,67,47.8%,11,13,84.6%,4,30,34,1.8,80,4.2,37,27,1,4,39,21,10,8836,2018,2
金沢,5,柳川 龍之介,SF,19,3,508:20,26:45,159,8.4,61,154,39.6%,11,51,21.6%,26,36,72.2%,10,33,43,2.3,55,2.9,28,10,2,7,39,37,7,8478,2018,2
金沢,38,井手 勇次,SG/SF,19,19,528:29,27:48,157,8.3,53,130,40.8%,27,69,39.1%,24,33,72.7%,4,41,45,2.4,59,3.1,23,17,1,0,33,53,9,9275,2018,2
愛媛,32,高畠 佳介,SG,19,4,384:20,20:13,156,8.2,53,139,38.1%,29,76,38.2%,21,28,75.0%,4,43,47,2.5,39,2.1,17,16,2,5,47,24,8,8842,2018,2
仙台,32,安部 潤,PG/SG,19,0,385:19,20:16,156,8.2,51,119,42.9%,41,86,47.7%,13,18,72.2%,4,14,18,0.9,29,1.5,15,3,0,5,39,17,6,8838,2018,2
八王子,14,地久里 謙成,SF,15,14,454:54,30:19,156,10.4,63,157,40.1%,20,58,34.5%,10,15,66.7%,8,38,46,3.1,28,1.9,14,16,2,8,20,14,9,9254,2018,2
島根,30,ジーノ・ポマーレ,PF,10,10,324:04,32:24,152,15.2,71,124,57.3%,0,1,0.0%,10,16,62.5%,24,76,100,10.0,36,3.6,26,16,23,2,23,20,24,9266,2018,2
東京Z,35,高山 師門,PF,16,16,408:54,25:33,149,9.3,65,121,53.7%,1,7,14.3%,18,19,94.7%,20,36,56,3.5,22,1.4,13,14,1,3,47,27,11,8556,2018,2
八王子,3,亀崎 光博,SF,19,19,598:58,31:31,148,7.8,56,164,34.1%,13,48,27.1%,23,31,74.2%,15,25,40,2.1,42,2.2,26,15,0,11,26,27,5,9241,2018,2
島根,6,北川 弘,PG,19,11,489:08,25:44,148,7.8,46,124,37.1%,29,72,40.3%,27,31,87.1%,9,27,36,1.9,66,3.5,30,16,1,4,54,39,8,8532,2018,2
信州,12,栗原 ルイス,SG,17,11,379:32,22:19,148,8.7,44,105,41.9%,31,72,43.1%,29,38,76.3%,6,42,48,2.8,25,1.5,15,11,3,2,31,28,9,18428,2018,2
群馬,0,小淵 雅,PG/SG,19,19,481:57,25:21,148,7.8,60,131,45.8%,10,24,41.7%,18,19,94.7%,16,52,68,3.6,92,4.8,20,22,2,7,25,24,13,8607,2018,2
熊本,11,福田 真生,SF,19,10,524:06,27:35,145,7.6,57,102,55.9%,18,43,41.9%,13,16,81.3%,35,47,82,4.3,23,1.2,14,19,5,1,34,20,11,9352,2018,2
FE名古屋,14,兒玉 貴通,PG,19,6,412:15,21:41,141,7.4,51,113,45.1%,15,39,38.5%,24,31,77.4%,10,26,36,1.9,63,3.3,21,15,0,6,42,29,9,9218,2018,2
奈良,24,本多 純平,SF,14,11,324:28,23:10,132,9.4,54,107,50.5%,12,30,40.0%,12,16,75.0%,9,16,25,1.8,19,1.4,19,11,1,8,36,19,8,8558,2018,2
金沢,7,井上 裕介,PF,19,2,340:39,17:55,130,6.8,42,125,33.6%,28,67,41.8%,18,23,78.3%,6,50,56,2.9,18,0.9,10,9,0,8,41,14,6,9267,2018,2
仙台,8,月野 雅人,PG,15,15,429:54,28:39,128,8.5,49,111,44.1%,18,50,36.0%,12,17,70.6%,6,48,54,3.6,71,4.7,18,11,2,2,26,15,12,9268,2018,2
奈良,13,小松 秀平,SG,18,18,384:21,21:21,126,7.0,41,119,34.5%,21,69,30.4%,23,29,79.3%,3,25,28,1.6,21,1.2,18,14,2,2,28,27,5,8562,2018,2
福島,18,川満 寿史,SF,19,2,297:31,15:39,126,6.6,44,98,44.9%,15,40,37.5%,23,31,74.2%,12,28,40,2.1,27,1.4,10,10,6,6,34,28,7,8566,2018,2
愛媛,16,笠原 太志,SF/PF,19,19,594:19,31:16,126,6.6,46,124,37.1%,10,41,24.4%,24,38,63.2%,13,57,70,3.7,69,3.6,38,25,9,2,52,38,9,8766,2018,2
福島,32,武藤 修平,PF,19,3,346:02,18:12,125,6.6,50,105,47.6%,12,36,33.3%,13,18,72.2%,24,28,52,2.7,40,2.1,26,14,6,8,51,30,8,8526,2018,2
茨城,14,髙橋 祐二,PG,19,6,501:06,26:22,125,6.6,49,124,39.5%,15,47,31.9%,12,17,70.6%,11,31,42,2.2,65,3.4,27,24,2,3,31,24,8,8621,2018,2
福島,34,前田 陽介,PF,19,2,327:19,17:13,124,6.5,47,129,36.4%,26,86,30.2%,4,4,100.0%,5,22,27,1.4,31,1.6,15,8,0,5,13,8,5,8605,2018,2
青森,32,臼井 弘樹,PF,19,6,393:49,20:43,124,6.5,52,98,53.1%,4,12,33.3%,16,26,61.5%,21,46,67,3.5,16,0.8,19,6,9,9,41,22,8,18170,2018,2
青森,18,菅 俊男,SF,16,16,460:27,28:46,123,7.7,45,105,42.9%,6,17,35.3%,27,44,61.4%,22,67,89,5.6,41,2.6,23,15,1,7,39,41,11,8742,2018,2
群馬,33,喜久山 貴一,PG,19,0,302:50,15:56,122,6.4,41,104,39.4%,20,52,38.5%,20,27,74.1%,4,14,18,0.9,34,1.8,16,10,0,5,36,29,5,8711,2018,2
群馬,14,佐藤 文哉,PG/SG,19,13,340:26,17:55,122,6.4,43,133,32.3%,28,81,34.6%,8,12,66.7%,5,23,28,1.5,15,0.8,10,7,1,2,21,10,4,8480,2018,2
東京Z,22,河相 智志,SG,19,0,285:30,15:01,120,6.3,41,87,47.1%,33,64,51.6%,5,6,83.3%,2,20,22,1.2,19,1.0,8,10,0,5,20,5,6,9045,2018,2
広島,7,坂本 ジェイ,PF/C,19,4,369:50,19:27,118,6.2,45,97,46.4%,0,2,0.0%,28,41,68.3%,27,50,77,4.1,15,0.8,24,13,17,8,48,34,8,8723,2018,2
仙台,33,ジェロウム・ティルマン,PF,5,5,181:11,36:14,117,23.4,42,83,50.6%,13,34,38.2%,20,25,80.0%,7,44,51,10.2,7,1.4,12,12,1,0,9,24,26,18472,2018,2
福島,9,神原 裕司,PG/SG,19,19,457:39,24:05,117,6.2,40,120,33.3%,19,64,29.7%,18,25,72.0%,18,24,42,2.2,50,2.6,21,36,5,6,39,30,7,9349,2018,2
FE名古屋,12,野崎 零也,SG,17,10,305:49,17:59,116,6.8,38,109,34.9%,17,55,30.9%,23,26,88.5%,10,28,38,2.2,40,2.4,17,5,1,1,17,24,6,15853,2018,2
FE名古屋,11,杉本 慶,SG,17,14,398:47,23:27,114,6.7,43,93,46.2%,5,27,18.5%,23,27,85.2%,15,22,37,2.2,72,4.2,22,21,2,6,45,42,10,8520,2018,2
香川,20,安部 瑞基,SG,18,5,315:59,17:33,112,6.2,40,103,38.8%,24,70,34.3%,8,12,66.7%,10,21,31,1.7,15,0.8,8,8,0,0,29,8,5,10836,2018,2
信州,5,武井 弘明,PG,19,19,426:59,22:28,110,5.8,42,104,40.4%,20,53,37.7%,6,11,54.5%,16,41,57,3.0,39,2.1,20,11,6,1,32,12,7,8667,2018,2
八王子,0,浅野 崇史,SF,19,8,452:02,23:47,108,5.7,37,91,40.7%,4,17,23.5%,30,44,68.2%,23,52,75,3.9,22,1.2,29,9,5,3,63,48,6,9249,2018,2
奈良,27,石塚 裕也,SF/PF,18,7,234:54,13:03,108,6.0,52,99,52.5%,0,4,0.0%,4,9,44.4%,14,20,34,1.9,9,0.5,14,8,7,4,35,16,6,9070,2018,2
青森,22,門馬 圭二郎,SG/SF,19,19,493:42,25:59,107,5.6,38,111,34.2%,18,72,25.0%,13,24,54.2%,18,24,42,2.2,34,1.8,16,24,5,3,50,36,6,10877,2018,2
島根,24,伊集 貴也,PG,19,8,256:33,13:30,106,5.6,41,80,51.3%,17,35,48.6%,7,14,50.0%,4,20,24,1.3,46,2.4,26,11,0,3,29,22,6,18174,2018,2
金沢,13,本間 遼太郎,PG/SG,18,9,317:09,17:37,99,5.5,31,91,34.1%,21,59,35.6%,16,21,76.2%,4,21,25,1.4,28,1.6,14,6,0,4,18,28,4,8473,2018,2
西宮,19,梁川 禎浩,SG,18,0,303:50,16:52,96,5.3,36,96,37.5%,17,54,31.5%,7,11,63.6%,10,19,29,1.6,22,1.2,9,9,2,3,31,16,5,8539,2018,2
広島,9,小澤 智将,SG,19,1,319:40,16:49,92,4.8,33,96,34.4%,17,51,33.3%,9,12,75.0%,5,17,22,1.2,28,1.5,29,11,2,1,40,14,3,10871,2018,2
金沢,22,武田 倫太郎,PG/SG,18,15,304:20,16:54,91,5.1,33,61,54.1%,11,24,45.8%,14,24,58.3%,6,15,21,1.2,39,2.2,22,8,1,6,45,39,6,9244,2018,2
香川,41,高田 秀一,SF/PF,18,9,372:49,20:42,90,5.0,38,94,40.4%,2,21,9.5%,12,22,54.5%,8,28,36,2.0,16,0.9,18,7,0,9,31,20,4,9346,2018,2
仙台,6,新号 健,PG,19,4,358:05,18:50,89,4.7,34,75,45.3%,10,35,28.6%,11,13,84.6%,10,27,37,1.9,74,3.9,20,15,0,1,39,16,8,15831,2018,2
FE名古屋,1,宮崎 恭行,PG,19,2,275:21,14:29,89,4.7,27,89,30.3%,21,52,40.4%,14,15,93.3%,5,11,16,0.8,18,0.9,10,8,0,3,20,19,3,12597,2018,2
福島,2,徳川 慎之介,SG,19,11,239:50,12:37,89,4.7,31,81,38.3%,6,32,18.8%,21,28,75.0%,13,23,36,1.9,13,0.7,12,12,1,3,35,29,4,8666,2018,2
山形,2,高松 勇介,PG,19,2,342:01,18:00,88,4.6,27,93,29.0%,11,35,31.4%,23,33,69.7%,8,17,25,1.3,64,3.4,23,5,0,6,20,43,4,9269,2018,2
西宮,11,アレン・ウエスト,C,6,4,165:13,27:32,86,14.3,32,74,43.2%,0,0,0.0%,22,38,57.9%,32,34,66,11.0,6,1.0,22,2,9,7,25,30,15,18468,2018,2
西宮,15,谷口 淳,PF,19,4,336:17,17:41,85,4.5,31,76,40.8%,12,37,32.4%,11,13,84.6%,11,33,44,2.3,12,0.6,17,6,0,2,49,19,4,9068,2018,2
八王子,2,大城 侑朔,PG,19,1,313:47,16:30,84,4.4,36,106,34.0%,6,36,16.7%,6,10,60.0%,1,17,18,0.9,30,1.6,19,11,0,3,23,15,3,10854,2018,2
奈良,3,前村 雄大,PG/SG,18,9,353:11,19:37,83,4.6,32,83,38.6%,12,43,27.9%,7,9,77.8%,6,23,29,1.6,38,2.1,22,12,0,8,32,14,5,8495,2018,2
奈良,10,種市 幸祐,SG/SF,18,0,350:08,19:27,83,4.6,27,93,29.0%,13,49,26.5%,16,25,64.0%,8,25,33,1.8,11,0.6,7,7,0,2,17,18,3,8610,2018,2
金沢,6,木田 貴明,SF,8,8,189:39,23:42,83,10.4,28,66,42.4%,9,33,27.3%,18,25,72.0%,3,13,16,2.0,7,0.9,10,7,0,5,22,23,7,15750,2018,2
西宮,3,松崎 賢人,PG,19,15,381:40,20:05,82,4.3,32,81,39.5%,6,23,26.1%,12,16,75.0%,4,30,34,1.8,54,2.8,18,14,1,3,53,25,6,8535,2018,2
山形,50,伊澤 実孝,SF/PF,18,0,262:49,14:36,82,4.6,33,94,35.1%,8,19,42.1%,8,11,72.7%,11,34,45,2.5,9,0.5,8,3,1,1,18,8,4,8622,2018,2
福島,24,鈴木 大,PG/SG,19,5,385:32,20:17,80,4.2,28,82,34.1%,9,25,36.0%,15,22,68.2%,6,22,28,1.5,46,2.4,25,10,2,6,16,21,4,8671,2018,2
奈良,23,横江 豊,PG,12,9,222:31,18:32,79,6.6,32,67,47.8%,2,7,28.6%,13,17,76.5%,4,17,21,1.8,28,2.3,21,5,0,5,29,22,6,8461,2018,2
山形,9,佐藤 正成,SG/SF,18,5,298:06,16:33,77,4.3,31,81,38.3%,11,43,25.6%,4,8,50.0%,11,11,22,1.2,14,0.8,10,4,2,1,11,14,3,8620,2018,2
群馬,8,新川 敬大,SG/SF,19,6,325:50,17:08,77,4.1,30,71,42.3%,12,30,40.0%,5,7,71.4%,18,30,48,2.5,17,0.9,5,8,1,4,21,6,5,15824,2018,2
島根,22,小阪 彰久,PF,18,1,225:33,12:31,75,4.2,33,61,54.1%,0,1,0.0%,9,9,100.0%,5,26,31,1.7,8,0.4,9,6,10,2,31,13,5,9283,2018,2
東京Z,92,村越 圭佑,PF,19,0,277:06,14:35,73,3.8,32,79,40.5%,1,9,11.1%,8,12,66.7%,17,24,41,2.2,11,0.6,8,8,7,9,37,14,4,8557,2018,2
愛媛,13,小原 良公,PG/SG,18,1,276:08,15:20,68,3.8,27,64,42.2%,3,11,27.3%,11,14,78.6%,13,27,40,2.2,25,1.4,17,6,0,6,39,13,5,8757,2018,2
八王子,5,ウェスリー・ミッター,PG,18,2,276:28,15:21,66,3.7,19,70,27.1%,5,26,19.2%,23,27,85.2%,6,14,20,1.1,18,1.0,11,5,1,2,24,24,2,18403,2018,2
香川,7,堀川 竜一,SF,18,10,317:38,17:38,64,3.6,22,60,36.7%,15,41,36.6%,5,10,50.0%,7,25,32,1.8,20,1.1,13,6,1,2,33,15,4,8710,2018,2
香川,6,藤岡 昂希,SF,15,8,291:46,19:27,64,4.3,26,74,35.1%,7,22,31.8%,5,13,38.5%,10,23,33,2.2,18,1.2,16,4,0,7,35,16,3,8618,2018,2
奈良,26,松本 健児リオン,PG/SG,18,0,212:21,11:47,63,3.5,25,63,39.7%,5,22,22.7%,8,18,44.4%,4,15,19,1.1,15,0.8,13,3,1,3,12,18,2,10893,2018,2
愛媛,31,岡本 将大,PG,19,7,348:05,18:19,63,3.3,22,73,30.1%,12,47,25.5%,7,16,43.8%,6,26,32,1.7,56,2.9,18,13,0,5,24,21,5,8600,2018,2
FE名古屋,16,坂本 健,PF,16,0,174:22,10:53,61,3.8,26,48,54.2%,0,0,0.0%,9,16,56.3%,4,14,18,1.1,4,0.3,16,4,0,6,26,15,3,8523,2018,2
島根,1,和田 保彦,PG/SG,18,0,198:24,11:01,60,3.3,21,57,36.8%,5,28,17.9%,13,17,76.5%,3,16,19,1.1,21,1.2,13,7,2,2,36,23,3,8665,2018,2
群馬,51,根東 裕隆,PG/SG,19,1,329:24,17:20,59,3.1,20,74,27.0%,4,25,16.0%,15,16,93.8%,7,35,42,2.2,64,3.4,19,20,0,0,39,26,6,8613,2018,2
山形,11,秋山 熙,PG,12,0,109:44,9:08,57,4.8,20,48,41.7%,13,27,48.1%,4,8,50.0%,4,9,13,1.1,9,0.8,4,6,0,2,9,8,4,15839,2018,2
仙台,10,菅澤 紀行,PF,19,0,212:00,11:09,55,2.9,19,56,33.9%,9,36,25.0%,8,13,61.5%,9,28,37,1.9,19,1.0,13,6,0,1,24,21,3,8469,2018,2
東京Z,33,西山 達哉,PG/SG,5,4,137:03,27:24,54,10.8,14,45,31.1%,7,29,24.1%,19,21,90.5%,5,6,11,2.2,25,5.0,10,6,0,0,11,13,11,8547,2018,2
FE名古屋,88,高村 成寿,PF,19,0,163:01,8:34,54,2.8,19,47,40.4%,4,20,20.0%,12,14,85.7%,6,28,34,1.8,19,1.0,9,2,0,5,22,20,4,9353,2018,2
広島,13,山田 謙治,PG,14,0,242:59,17:21,54,3.9,18,43,41.9%,7,23,30.4%,11,20,55.0%,3,13,16,1.1,46,3.3,19,9,0,1,23,30,5,8454,2018,2
信州,17,飯田 遼,PG/SG,18,0,158:07,8:47,54,3.0,17,40,42.5%,14,27,51.9%,6,9,66.7%,6,9,15,0.8,5,0.3,4,6,1,3,14,6,3,15826,2018,2
金沢,33,与那嶺 翼,PG,19,1,302:33,15:55,53,2.8,21,59,35.6%,0,10,0.0%,11,16,68.8%,14,17,31,1.6,45,2.4,12,9,0,2,22,12,4,9274,2018,2
FE名古屋,42,伊藤 大和,PG/SG,16,6,169:12,10:34,49,3.1,18,51,35.3%,11,29,37.9%,2,3,66.7%,2,10,12,0.8,18,1.1,8,6,0,2,24,6,3,15759,2018,2
熊本,6,柿内 輝心,PG,17,0,219:36,12:55,49,2.9,19,50,38.0%,5,19,26.3%,6,10,60.0%,7,13,20,1.2,28,1.6,14,5,0,1,20,12,3,10883,2018,2
茨城,12,ジャーラ 志多斗,C,18,3,206:01,11:26,49,2.7,20,37,54.1%,0,0,0.0%,9,18,50.0%,18,51,69,3.8,4,0.2,9,2,4,1,32,16,5,12635,2018,2
信州,31,三ツ井 利也,SF/PF,19,1,245:07,12:54,48,2.5,15,57,26.3%,12,40,30.0%,6,9,66.7%,5,22,27,1.4,10,0.5,6,11,0,4,24,12,2,10842,2018,2
仙台,12,泉 秀岳,SF,13,0,159:20,12:15,47,3.6,15,31,48.4%,5,15,33.3%,12,14,85.7%,6,12,18,1.4,5,0.4,5,6,0,1,11,12,4,9454,2018,2
山形,34,ブレット・ビスピン,PF/C,4,4,99:33,24:53,46,11.5,21,46,45.7%,1,2,50.0%,3,5,60.0%,11,13,24,6.0,8,2.0,7,2,1,5,13,11,12,18177,2018,2
FE名古屋,15,シェリフ・ソウ,SF/PF,3,3,102:04,34:01,46,15.3,18,35,51.4%,1,3,33.3%,9,15,60.0%,4,17,21,7.0,4,1.3,5,2,3,2,12,11,16,8522,2018,2
香川,14,高比良 寛治,SG/SF,6,3,103:28,17:14,46,7.7,18,41,43.9%,4,11,36.4%,6,9,66.7%,4,5,9,1.5,6,1.0,8,1,0,2,11,8,5,12605,2018,2
西宮,35,内藤 健太,SG,16,1,181:48,11:21,45,2.8,16,38,42.1%,6,16,37.5%,7,16,43.8%,4,18,22,1.4,14,0.9,7,7,1,2,24,14,3,10257,2018,2
奈良,1,樋口 真斗,SG,10,0,145:02,14:30,44,4.4,15,38,39.5%,6,16,37.5%,8,9,88.9%,2,9,11,1.1,15,1.5,17,5,0,2,15,13,3,9074,2018,2
島根,13,阿部 諒,SG,15,2,144:38,9:38,41,2.7,16,36,44.4%,4,14,28.6%,5,12,41.7%,6,11,17,1.1,10,0.7,8,6,3,1,17,11,3,15756,2018,2
茨城,5,友利 健哉,PG,19,1,138:31,7:17,39,2.1,14,36,38.9%,6,20,30.0%,5,8,62.5%,4,15,19,1.0,11,0.6,6,7,0,1,7,11,2,8673,2018,2
島根,11,後藤 翔平,PG,13,1,177:37,13:39,38,2.9,14,34,41.2%,7,18,38.9%,3,14,21.4%,5,16,21,1.6,24,1.8,11,8,0,2,16,16,4,9264,2018,2
信州,3,蒲谷 正之,SG,19,0,200:18,10:32,36,1.9,15,54,27.8%,4,18,22.2%,2,2,100.0%,3,21,24,1.3,13,0.7,6,6,0,5,24,5,2,8455,2018,2
広島,10,坂井 レオ,PF/C,12,0,65:27,5:27,35,2.9,13,25,52.0%,0,0,0.0%,9,10,90.0%,6,6,12,1.0,0,0.0,6,3,0,2,15,8,3,8537,2018,2
東京Z,5,モガ・ラド,PF/C,2,2,75:11,37:35,33,16.5,12,23,52.2%,0,0,0.0%,9,17,52.9%,7,9,16,8.0,2,1.0,6,7,1,2,6,11,17,18446,2018,2
熊本,47,並里 祐,PG,12,0,100:46,8:23,32,2.7,7,23,30.4%,5,10,50.0%,13,21,61.9%,1,4,5,0.4,10,0.8,11,2,0,1,22,20,1,8570,2018,2
青森,21,橋本 龍弥,PG,17,1,116:59,6:52,32,1.9,11,26,42.3%,8,15,53.3%,2,2,100.0%,3,9,12,0.7,10,0.6,10,2,1,2,20,2,2,9459,2018,2
山形,12,高濱 拓矢,SG,16,0,100:16,6:16,32,2.0,9,38,23.7%,7,27,25.9%,7,8,87.5%,2,3,5,0.3,2,0.1,3,1,0,1,12,6,0,9351,2018,2
福島,51,安慶 大樹,PF,16,0,96:20,6:01,32,2.0,13,32,40.6%,0,5,0.0%,6,6,100.0%,13,6,19,1.2,3,0.2,8,3,0,1,18,8,2,9410,2018,2
金沢,21,鈴木 豊,SF/PF,15,2,142:21,9:29,31,2.1,11,34,32.4%,9,26,34.6%,0,0,0.0%,3,8,11,0.7,8,0.5,6,9,0,0,18,4,2,9273,2018,2
茨城,16,久保田 遼,PF,19,1,125:58,6:37,31,1.6,10,32,31.3%,3,8,37.5%,8,11,72.7%,7,20,27,1.4,7,0.4,9,1,1,3,19,7,2,8682,2018,2
群馬,15,嶋田 基志,C,19,1,208:54,10:59,30,1.6,10,28,35.7%,0,1,0.0%,10,16,62.5%,10,21,31,1.6,4,0.2,4,3,1,3,34,15,2,9054,2018,2
熊本,15,寺下 太基,SF/PF,13,0,74:49,5:45,29,2.2,14,25,56.0%,1,3,33.3%,0,0,0.0%,7,13,20,1.5,4,0.3,3,1,4,0,15,5,3,8560,2018,2
愛媛,8,加藤 悠三,SG,18,0,72:32,4:01,29,1.6,10,25,40.0%,7,16,43.8%,2,3,66.7%,1,5,6,0.3,4,0.2,1,1,0,0,8,2,1,9086,2018,2
愛媛,12,藤田 浩司,SF,19,0,87:32,4:36,28,1.5,11,25,44.0%,4,9,44.4%,2,4,50.0%,4,12,16,0.8,5,0.3,7,4,2,3,17,2,2,9402,2018,2
愛媛,9,矢代 雪次郎,PG/SG,19,7,163:30,8:36,28,1.5,12,41,29.3%,3,16,18.8%,1,2,50.0%,7,15,22,1.2,22,1.2,6,2,0,3,28,5,2,9413,2018,2
香川,0,大澤 歩,PG,10,6,220:43,22:04,27,2.7,10,31,32.3%,5,13,38.5%,2,4,50.0%,3,16,19,1.9,36,3.6,14,7,0,1,26,15,5,9336,2018,2
熊本,7,小林 慎太郎,SG,8,5,158:47,19:50,26,3.3,7,37,18.9%,3,24,12.5%,9,10,90.0%,3,10,13,1.6,14,1.8,3,7,1,2,13,7,3,9350,2018,2
愛媛,2,堤 啓士朗,PG,19,12,267:44,14:05,25,1.3,9,53,17.0%,4,20,20.0%,3,10,30.0%,5,25,30,1.6,56,2.9,19,7,1,4,21,12,3,9314,2018,2
西宮,47,土屋 アリスター時生,C,18,4,166:20,9:14,24,1.3,11,22,50.0%,0,0,0.0%,2,5,40.0%,8,11,19,1.1,2,0.1,8,4,5,3,33,6,2,10258,2018,2
熊本,5,チリジ・ネパウエ,C,3,3,61:27,20:29,24,8.0,7,13,53.8%,0,0,0.0%,10,17,58.8%,4,19,23,7.7,0,0.0,5,0,3,1,9,9,11,9369,2018,2
信州,26,上杉 翔,SF/PF,19,2,186:16,9:48,22,1.2,8,30,26.7%,2,19,10.5%,4,7,57.1%,10,13,23,1.2,11,0.6,5,11,0,1,36,12,2,8672,2018,2
八王子,39,福田 幹也,SF/PF,15,3,226:17,15:05,22,1.5,7,30,23.3%,6,21,28.6%,2,2,100.0%,13,17,30,2.0,17,1.1,13,15,3,0,43,15,3,18462,2018,2
東京Z,3,小島 佑太,SF/PF,19,0,226:29,11:55,22,1.2,7,33,21.2%,1,10,10.0%,7,8,87.5%,18,21,39,2.1,22,1.2,9,13,3,2,32,11,3,8759,2018,2
茨城,11,須田 昂太郎,SG/SF,16,0,51:14,3:12,21,1.3,7,21,33.3%,7,20,35.0%,0,0,0.0%,0,2,2,0.1,0,0.0,0,0,0,0,3,0,1,15843,2018,2
香川,17,石川 智也,PG,18,2,228:21,12:41,20,1.1,5,37,13.5%,1,4,25.0%,9,14,64.3%,10,15,25,1.4,17,0.9,14,6,3,3,26,12,1,9077,2018,2
青森,39,船山 裕士,PF,14,1,104:55,7:29,20,1.4,9,22,40.9%,2,10,20.0%,0,0,0.0%,4,11,15,1.1,6,0.4,3,5,0,0,16,2,2,15797,2018,2
