"","1Q.A","2Q.A","3Q.A","4Q.A","F.A","2POINTSFGM.A","2POINTSFGA.A","2POINTSFGR.A","3POINTSFGM.A","3POINTSFGA.A","3POINTSFGR.A","FREE-THROWSM.A","FREE-THROWSA.A","FREE-THROWSR.A","OFFENSIVEREBOUNDS.A","DEFENSIVEREBOUNDS.A","TOTALREBOUNDS.A","ASSIST.A","TURNOVER.A","STEALS.A","BLOCKS.A","FOULS.A","FASTBREAKPOINTS.A","BIGGESTLEAD.A","POINTSINTHEPAINT.A","POINTSFROMTURNOVER.A","SECONDCHANCEPOINTS.A","BIGGESTSCORINGRUN.A","1Q.B","2Q.B","3Q.B","4Q.B","F.B","2POINTSFGM.B","2POINTSFGA.B","2POINTSFGR.B","3POINTSFGM.B","3POINTSFGA.B","3POINTSFGR.B","FREE-THROWSM.B","FREE-THROWSA.B","FREE-THROWSR.B","OFFENSIVEREBOUNDS.B","DEFENSIVEREBOUNDS.B","TOTALREBOUNDS.B","ASSIST.B","TURNOVER.B","STEALS.B","BLOCKS.B","FOULS.B","FASTBREAKPOINTS.B","BIGGESTLEAD.B","POINTSINTHEPAINT.B","POINTSFROMTURNOVER.B","SECONDCHANCEPOINTS.B","BIGGESTSCORINGRUN.B","GAMEIDX","DATE","SHEDULEKEY","TEAM.A","TEAM.B","ISHOME.A","ISHOME.B","EX1.A","EX1.B","EX2.A","EX2.B","EX3.A","EX3.B"
"443","15","21","10","18","64","26","56","46.4%","3","7","42.9%","3","9","33.3%","15","25","40","18","18","8","3","18","12","16","34","11","13","8-0(19-11)","11","11","25","19","66","23","48","47.9%","6","20","30%","2","8","25%","15","22","37","15","14","10","2","16","4","6","26","17","13","7-0(42-33)",23,"12.17","1767","ïxéR","â°ïl",TRUE,FALSE,0,0,0,0,0,0
"444","24","25","24","23","96","30","53","56.6%","10","18","55.6%","6","10","60%","7","29","36","27","10","17","6","16","17","38","46","27","6","10-0(63-41)","10","25","11","18","64","18","35","51.4%","5","25","20%","13","16","81.3%","10","26","36","13","22","8","2","9","6","0","30","10","3","7-0(90-59)",24,"12.20","1784","ïxéR","ñºå√âÆD",TRUE,FALSE,0,0,0,0,0,0
"445","17","26","27","16","86","23","39","59%","11","27","40.7%","7","10","70%","11","22","33","22","12","5","3","20","18","19","38","15","10","6-0(11-21)","11","21","25","19","76","23","43","53.5%","4","16","25%","18","22","81.8%","12","21","33","13","11","5","3","18","6","1","38","12","14","7-0(47-49)",25,"12.23","1799","ïxéR","êVäÉ",FALSE,TRUE,0,0,0,0,0,0
"446","25","25","25","21","96","22","40","55%","14","31","45.2%","10","16","62.5%","8","30","38","33","4","7","7","19","12","25","32","9","12","10-0(63-85)","28","9","24","19","80","18","44","40.9%","9","28","32.1%","17","20","85%","15","31","46","23","9","1","1","18","1","3","24","2","12","9-0(80-96)",26,"12.24","1800","ïxéR","êVäÉ",FALSE,TRUE,0,0,0,0,0,0
"447","16","12","25","20","73","18","43","41.9%","8","25","32%","13","19","68.4%","17","28","45","20","16","6","2","19","2","9","28","6","10","10-0(17-26)","12","21","30","19","82","26","48","54.2%","7","21","33.3%","9","11","81.8%","10","27","37","15","12","13","6","22","18","16","30","24","6","16-0(33-26)",27,"12.29","1821","ïxéR","êºã{",FALSE,TRUE,0,0,0,0,0,0
"448","18","27","24","14","83","25","43","58.1%","6","19","31.6%","15","20","75%","7","29","36","20","13","7","3","21","8","32","36","17","11","12-0(18-37)","12","12","20","32","76","11","36","30.6%","12","32","37.5%","18","24","75%","19","24","43","12","17","8","4","25","8","2","12","20","10","11-0(44-65)",28,"12.30","1822","ïxéR","êºã{",FALSE,TRUE,0,0,0,0,0,0
"449","21","28","20","14","83","23","52","44.2%","8","21","38.1%","13","17","76.5%","16","27","43","25","9","5","3","24","9","17","34","14","20","10-0(40-23)","17","22","21","18","78","21","47","44.7%","5","16","31.3%","21","30","70%","13","26","39","15","13","4","2","20","11","3","34","7","16","11-0(76-74)",29,"1.20","1831","ïxéR","ìáç™",TRUE,FALSE,0,0,0,0,0,0
"450","25","22","18","12","77","25","52","48.1%","5","13","38.5%","12","18","66.7%","8","30","38","26","10","7","2","20","7","30","30","8","4","13-0(13-1)","10","13","17","31","71","22","51","43.1%","4","17","23.5%","15","19","78.9%","11","27","38","14","10","7","0","14","12","1","34","12","8","8-0(75-63)",30,"1.21","1832","ïxéR","ìáç™",TRUE,FALSE,0,0,0,0,0,0
"451","16","19","19","20","74","25","51","49%","7","16","43.8%","3","5","60%","8","31","39","20","7","4","4","23","9","14","32","9","11","8-0(48-62)","15","14","19","17","65","18","34","52.9%","5","23","21.7%","14","25","56%","9","27","36","16","10","4","2","8","4","1","32","5","10","9-0(17-16)",31,"1.27","1853","ïxéR","éOâì",FALSE,TRUE,0,0,0,0,0,0
"452","20","20","14","25","79","26","47","55.3%","5","13","38.5%","12","15","80%","6","26","32","17","9","3","0","21","6","7","24","12","9","10-0(77-79)","18","22","22","15","77","19","34","55.9%","6","19","31.6%","21","29","72.4%","2","25","27","19","8","3","1","18","7","9","36","17","2","9-0(58-49)",32,"1.28","1854","ïxéR","éOâì",FALSE,TRUE,0,0,0,0,0,0
"453","26","18","12","14","70","21","47","44.7%","6","23","26.1%","10","15","66.7%","13","28","41","20","9","9","2","21","6","11","38","12","13","8-0(40-43)","24","25","16","14","79","19","39","48.7%","10","23","43.5%","11","24","45.8%","13","34","47","21","14","4","5","15","5","12","20","9","11","9-0(44-56)",33,"2.03","1865","ïxéR","SRèaíJ",TRUE,FALSE,0,0,0,0,0,0
"454","14","19","21","21","75","24","46","52.2%","5","18","27.8%","12","14","85.7%","9","23","32","19","14","9","2","18","7","1","42","11","12","9-0(38-48)","27","21","21","21","90","24","49","49%","11","21","52.4%","9","17","52.9%","16","28","44","25","14","10","2","14","16","24","30","17","19","14-0(12-25)",34,"2.04","1866","ïxéR","SRèaíJ",TRUE,FALSE,0,0,0,0,0,0
"455","23","22","22","23","90","24","46","52.2%","11","22","50%","9","10","90%","10","13","23","23","14","7","1","25","2","5","34","18","7","11-0(25-21)","21","25","29","21","96","28","36","77.8%","6","15","40%","22","33","66.7%","9","22","31","28","18","7","2","15","9","14","44","16","13","12-0(14-21)",35,"2.10","1885","ïxéR","êÁót",TRUE,FALSE,0,0,0,0,0,0
"456","16","14","22","13","65","16","40","40%","8","22","36.4%","9","11","81.8%","11","24","35","13","17","8","3","20","8","4","18","13","11","8-0(40-42)","25","15","23","25","88","26","48","54.2%","6","23","26.1%","18","22","81.8%","15","23","38","24","10","13","0","12","19","23","44","27","13","10-0(40-52)",36,"2.11","1886","ïxéR","êÁót",TRUE,FALSE,0,0,0,0,0,0
"457","16","14","16","16","62","21","49","42.9%","6","24","25%","2","2","100%","12","30","42","11","9","1","2","24","4","6","30","8","10","11-0(33-39)","22","11","22","21","76","21","46","45.7%","5","20","25%","19","25","76%","14","34","48","17","6","6","1","12","6","14","24","6","9","9-0(49-41)",37,"2.17","1909","ïxéR","éOâÕ",FALSE,TRUE,0,0,0,0,0,0
"458","16","14","24","16","70","23","46","50%","7","22","31.8%","3","6","50%","9","25","34","21","7","3","1","20","6","5","30","0","6","8-0(58-60)","19","15","24","14","72","26","41","63.4%","3","18","16.7%","11","14","78.6%","5","29","34","24","8","5","2","13","5","9","40","13","7","9-0(21-16)",38,"2.18","1910","ïxéR","éOâÕ",FALSE,TRUE,0,0,0,0,0,0
"459","17","17","13","16","63","26","57","45.6%","3","15","20%","2","3","66.7%","11","27","38","17","16","7","2","18","4","5","34","4","10","9-0(11-9)","14","23","22","25","84","24","41","58.5%","9","25","36%","9","15","60%","7","28","35","22","10","13","2","12","9","21","42","15","7","10-0(43-58)",39,"3.03","1923","ïxéR","ñºå√âÆD",TRUE,FALSE,0,0,0,0,0,0
"460","17","17","19","15","68","22","49","44.9%","6","24","25%","6","7","85.7%","13","27","40","18","8","4","2","18","9","9","30","9","11","13-0(30-21)","18","13","25","24","80","14","33","42.4%","13","29","44.8%","13","18","72.2%","11","32","43","21","11","3","3","9","5","12","28","12","13","8-0(7-18)",40,"3.04","1924","ïxéR","ñºå√âÆD",TRUE,FALSE,0,0,0,0,0,0
"461","14","31","16","24","85","26","45","57.8%","4","17","23.5%","21","26","80.8%","3","22","25","23","14","6","2","25","7","3","44","19","2","14-0(42-39)","26","20","23","30","99","26","41","63.4%","9","25","36%","20","24","83.3%","10","31","41","28","16","6","1","20","11","17","36","14","13","12-0(56-45)",41,"3.09","1947","ïxéR","ëÂç„",FALSE,TRUE,0,0,0,0,0,0
"462","22","17","22","21","82","17","41","41.5%","10","28","35.7%","18","26","69.2%","12","25","37","22","11","8","2","23","16","0","26","14","9","8-0(51-47)","27","24","14","27","92","21","44","47.7%","10","22","45.5%","20","24","83.3%","13","35","48","25","16","6","6","21","13","13","36","10","12","8-0(73-63)",42,"3.10","1948","ïxéR","ëÂç„",FALSE,TRUE,0,0,0,0,0,0
"463","18","20","32","28","98","27","47","57.4%","7","20","35%","23","30","76.7%","13","33","46","23","15","5","6","18","12","20","40","14","17","13-0(58-75)","15","19","24","28","86","23","50","46%","8","23","34.8%","16","21","76.2%","11","22","33","16","11","11","2","24","7","3","40","12","12","9-0(77-88)",43,"3.17","1951","ïxéR","ñkäCìπ",FALSE,TRUE,0,0,0,0,0,0
"464","20","14","18","24","76","20","43","46.5%","10","25","40%","6","8","75%","12","30","42","12","21","6","4","20","6","1","36","8","8","8-0(78-76)","27","18","19","21","85","25","48","52.1%","6","21","28.6%","17","21","81%","9","28","37","26","11","12","3","14","9","17","36","15","7","8-0(31-20)",44,"3.18","1952","ïxéR","ñkäCìπ",FALSE,TRUE,0,0,0,0,0,0
"465","13","13","17","26","69","22","47","46.8%","4","11","36.4%","13","22","59.1%","6","32","38","18","11","7","2","23","2","7","30","20","6","8-0(59-61)","17","19","11","15","62","14","38","36.8%","6","27","22.2%","16","31","51.6%","17","31","48","20","13","7","3","24","6","10","22","6","14","10-0(10-6)",45,"3.24","1985","ïxéR","óÆãÖ",FALSE,TRUE,0,0,0,0,0,0
"466","15","17","18","30","80","20","44","45.5%","6","18","33.3%","22","24","91.7%","10","23","33","20","14","3","1","19","2","2","34","9","8","14-0(68-54)","29","19","20","24","92","18","35","51.4%","14","25","56%","14","20","70%","5","27","32","25","14","9","5","23","11","28","30","22","4","11-0(22-6)",46,"3.25","1986","ïxéR","óÆãÖ",FALSE,TRUE,0,0,0,0,0,0
"467","20","23","19","30","92","29","51","56.9%","8","17","47.1%","10","15","66.7%","8","30","38","23","9","6","4","23","8","15","42","13","12","7-0(27-18)","18","14","26","19","77","21","45","46.7%","5","23","21.7%","20","23","87%","13","26","39","18","12","5","4","17","6","0","40","11","11","6-0(62-61)",47,"3.28","1991","ïxéR","êVäÉ",TRUE,FALSE,0,0,0,0,0,0
"468","21","20","23","24","88","29","53","54.7%","8","27","29.6%","6","10","60%","16","19","35","22","9","5","2","22","12","6","54","7","20","12-0(39-34)","21","19","36","21","97","25","49","51%","8","15","53.3%","23","25","92%","12","30","42","31","10","5","4","17","5","15","38","10","14","13-0(41-51)",48,"3.31","2002","ïxéR","â°ïl",TRUE,FALSE,0,0,0,0,0,0
"469","23","17","24","20","84","28","59","47.5%","5","14","35.7%","13","18","72.2%","16","27","43","19","11","8","0","20","10","7","36","7","12","8-0(84-82)","22","21","17","22","82","22","41","53.7%","9","17","52.9%","11","20","55%","5","24","29","24","12","5","6","16","6","6","24","12","5","8-0(2-8)",49,"4.01","2003","ïxéR","â°ïl",TRUE,FALSE,0,0,0,0,0,0
"470","20","15","16","22","73","26","58","44.8%","6","16","37.5%","3","6","50%","8","30","38","17","6","6","1","21","9","11","38","5","4","6-0(24-15)","15","23","16","20","74","17","37","45.9%","10","24","41.7%","10","19","52.6%","7","35","42","18","9","5","3","10","2","8","26","11","9","15-0(31-36)",50,"4.07","2024","ïxéR","éOâì",TRUE,FALSE,0,0,0,0,0,0
"471","21","17","22","21","81","28","53","52.8%","4","17","23.5%","13","19","68.4%","13","31","44","22","10","5","4","16","7","11","22","14","7","21-0(75-67)","21","22","24","5","72","22","42","52.4%","7","23","30.4%","7","12","58.3%","4","26","30","21","12","6","5","17","9","13","44","10","4","8-0(46-57)",51,"4.08","2025","ïxéR","éOâì",TRUE,FALSE,0,0,0,0,0,0
"472","19","18","15","15","67","18","43","41.9%","7","21","33.3%","10","18","55.6%","11","33","44","18","18","9","4","25","8","8","26","13","8","6-0(23-27)","18","13","27","18","76","18","52","34.6%","7","19","36.8%","19","22","86.4%","14","30","44","20","11","10","1","17","6","11","18","17","11","13-0(51-43)",52,"4.14","2034","ïxéR","ì»ñÿ",FALSE,TRUE,0,0,0,0,0,0
"473","22","10","14","19","65","17","39","43.6%","6","10","60%","13","19","68.4%","3","28","31","20","14","5","3","24","4","12","24","9","3","7-0(2-11)","11","23","17","18","69","9","39","23.1%","10","27","37%","21","26","80.8%","22","26","48","10","14","7","3","19","5","15","8","18","19","14-0(34-27)",53,"4.15","2035","ïxéR","ì»ñÿ",FALSE,TRUE,0,0,0,0,0,0
"474","14","18","19","23","74","25","58","43.1%","4","20","20%","12","16","75%","21","32","53","14","13","3","2","23","4","2","36","10","13","10-0(65-67)","26","19","15","16","76","19","45","42.2%","7","21","33.3%","17","27","63%","13","30","43","20","9","8","3","18","7","16","30","13","9","6-0(26-12)",54,"4.21","2060","ïxéR","ñºå√âÆD",FALSE,TRUE,0,0,0,0,0,0
"475","12","21","15","19","67","28","61","45.9%","1","14","7.1%","8","12","66.7%","10","23","33","15","6","9","2","23","5","2","48","13","9","8-0(35-31)","18","24","18","25","85","13","28","46.4%","14","28","50%","17","22","77.3%","8","35","43","21","15","3","2","16","3","23","22","9","4","9-0(80-59)",55,"4.22","2061","ïxéR","ñºå√âÆD",FALSE,TRUE,0,0,0,0,0,0
"476","12","22","20","20","74","24","48","50%","3","14","21.4%","17","21","81%","4","34","38","24","8","3","2","19","11","8","30","2","3","10-0(34-29)","22","7","24","22","75","18","42","42.9%","9","27","33.3%","12","16","75%","10","30","40","20","8","5","2","19","0","10","28","11","6","9-0(10-18)",56,"4.28","2078","ïxéR","éOâÕ",TRUE,FALSE,0,0,0,0,0,0
"477","25","24","23","23","95","33","60","55%","5","15","33.3%","14","14","100%","8","19","27","28","4","3","1","20","12","8","54","10","8","7-0(72-69)","26","20","23","23","92","21","42","50%","7","18","38.9%","29","30","96.7%","13","28","41","17","11","2","2","15","11","6","26","6","12","9-0(43-44)",57,"4.29","2079","ïxéR","éOâÕ",TRUE,FALSE,0,0,0,0,0,0
"478","27","20","21","21","89","27","56","48.2%","6","16","37.5%","17","23","73.9%","12","30","42","22","4","2","4","18","7","11","38","7","11","11-0(42-45)","29","19","16","21","85","23","46","50%","8","24","33.3%","15","19","78.9%","11","30","41","17","6","2","4","21","4","8","44","7","12","9-0(42-34)",58,"5.02","2089","ïxéR","êVäÉ",FALSE,TRUE,0,0,0,0,0,0
"479","22","18","13","14","67","22","56","39.3%","5","21","23.8%","8","13","61.5%","17","31","48","19","16","6","4","21","13","12","36","12","10","6-0(6-12)","12","18","27","25","82","28","58","48.3%","3","13","23.1%","17","28","60.7%","13","34","47","27","10","10","7","16","14","17","42","9","7","11-0(72-57)",59,"5.05","2109","ïxéR","é†âÍ",FALSE,TRUE,0,0,0,0,0,0
"480","10","17","22","27","76","19","47","40.4%","6","18","33.3%","20","26","76.9%","16","28","44","23","13","6","3","26","7","1","26","8","16","15-0(44-42)","23","21","15","19","78","26","56","46.4%","4","14","28.6%","14","29","48.3%","20","25","45","21","11","8","4","20","9","18","38","10","15","13-0(17-2)",60,"5.06","2110","ïxéR","é†âÍ",FALSE,TRUE,0,0,0,0,0,0
"481","20","17","9","10","56","16","43","37.2%","3","19","15.8%","15","20","75%","11","26","37","12","15","4","5","19","1","13","24","6","3","12-0(24-13)","13","15","20","25","73","23","45","51.1%","6","21","28.6%","9","16","56.3%","12","30","42","13","13","7","4","24","12","17","30","18","8","8-0(37-36)",1,"9.29","1577","â°ïl","é†âÍ",TRUE,FALSE,0,0,0,0,0,0
"482","19","19","18","20","76","23","44","52.3%","3","15","20%","21","30","70%","15","31","46","17","12","10","4","16","9","32","30","11","11","13-0(74-42)","13","12","9","11","45","10","35","28.6%","5","30","16.7%","10","14","71.4%","19","21","40","8","18","6","2","25","2","1","10","7","13","7-0(26-20)",2,"9.30","1578","â°ïl","é†âÍ",TRUE,FALSE,0,0,0,0,0,0
"483","21","16","8","22","67","18","47","38.3%","7","17","41.2%","10","16","62.5%","14","20","34","15","19","7","2","19","5","8","30","16","16","10-0(69-61)","20","24","18","24","86","21","41","51.2%","9","19","47.4%","17","22","77.3%","11","28","39","21","17","13","1","19","16","19","34","24","9","10-0(86-67)",3,"10.08","1591","â°ïl","ñkäCìπ",FALSE,TRUE,0,0,0,0,0,0
"484","13","16","23","30","82","20","40","50%","6","15","40%","24","32","75%","7","30","37","16","17","6","2","25","15","2","36","11","10","8-0(75-67)","24","25","19","21","89","26","48","54.2%","4","19","21.1%","25","30","83.3%","9","24","33","28","9","11","3","28","18","22","34","18","4","12-0(18-6)",4,"10.09","1592","â°ïl","ñkäCìπ",FALSE,TRUE,0,0,0,0,0,0
"485","7","21","19","11","58","21","41","51.2%","2","14","14.3%","10","13","76.9%","6","20","26","17","12","7","2","14","4","0","30","18","6","7-0(17-11)","17","20","18","24","79","19","41","46.3%","11","27","40.7%","8","11","72.7%","18","27","45","22","14","6","1","14","6","21","36","8","17","11-0(17-4)",5,"10.14","1613","â°ïl","Aìåãû",FALSE,TRUE,0,0,0,0,0,0
"486","15","17","6","19","57","21","45","46.7%","3","15","20%","6","7","85.7%","7","18","25","19","8","4","2","16","5","4","26","1","10","7-0(5-9)","20","17","22","23","82","20","38","52.6%","7","17","41.2%","21","26","80.8%","9","28","37","23","9","4","3","12","10","29","30","9","12","11-0(62-38)",6,"10.15","1614","â°ïl","Aìåãû",FALSE,TRUE,0,0,0,0,0,0
"487","17","15","18","23","73","23","45","51.1%","3","16","18.8%","18","22","81.8%","9","25","34","17","12","6","5","17","6","2","30","15","11","9-0(66-69)","20","20","17","22","79","18","40","45%","10","24","41.7%","13","18","72.2%","14","28","42","21","18","7","3","19","9","13","32","13","16","9-0(26-35)",7,"10.21","1633","â°ïl","éOâÕ",TRUE,FALSE,0,0,0,0,0,0
"488","17","11","20","21","69","20","53","37.7%","7","18","38.9%","8","11","72.7%","14","20","34","20","14","6","1","19","9","4","32","4","16","6-0(56-84)","24","20","32","20","96","26","45","57.8%","11","19","57.9%","11","17","64.7%","8","30","38","23","13","11","2","14","13","34","28","20","14","9-0(12-21)",8,"10.22","1634","â°ïl","éOâÕ",TRUE,FALSE,0,0,0,0,0,0
"489","16","16","25","6","63","21","48","43.8%","6","17","35.3%","3","5","60%","6","29","35","16","9","3","3","24","6","15","20","6","4","8-0(11-18)","11","13","21","25","70","20","38","52.6%","4","28","14.3%","18","21","85.7%","14","33","47","13","8","6","2","12","7","7","34","12","13","15-0(57-57)",9,"10.25","1648","â°ïl","êVäÉ",FALSE,TRUE,0,0,0,0,0,0
"490","11","21","23","12","67","24","47","51.1%","3","10","30%","10","14","71.4%","10","29","39","13","21","12","4","23","6","15","34","17","14","6-0(25-32)","16","14","12","19","61","14","43","32.6%","6","17","35.3%","15","22","68.2%","10","23","33","14","21","14","0","21","8","5","22","18","5","9-0(51-57)",10,"10.28","1658","â°ïl","SRèaíJ",FALSE,TRUE,0,0,0,0,0,0
"491","14","14","14","17","59","12","46","26.1%","5","13","38.5%","20","31","64.5%","12","28","40","16","16","6","4","8","12","0","14","14","4","10-0(71-59)","21","18","22","10","71","21","49","42.9%","9","24","37.5%","2","2","100%","11","34","45","19","13","8","3","21","14","23","26","23","8","10-0(10-0)",11,"10.29","1659","â°ïl","SRèaíJ",FALSE,TRUE,0,0,0,0,0,0
"492","19","14","19","17","69","19","49","38.8%","4","12","33.3%","19","30","63.3%","13","30","43","18","13","6","5","25","4","7","28","13","11","8-0(15-14)","20","16","13","16","65","15","36","41.7%","7","25","28%","14","23","60.9%","12","29","41","12","15","7","1","25","7","10","22","11","15","9-0(1-11)",12,"11.04","1674","â°ïl","éOâì",TRUE,FALSE,0,0,0,0,0,0
"493","15","20","14","21","70","27","56","48.2%","3","14","21.4%","7","12","58.3%","8","25","33","27","7","10","5","17","8","2","36","18","9","9-0(68-75)","20","19","28","9","76","21","42","50%","8","17","47.1%","10","19","52.6%","9","34","43","21","15","4","1","14","8","20","30","4","8","15-0(2-15)",13,"11.05","1675","â°ïl","éOâì",TRUE,FALSE,0,0,0,0,0,0
"494","18","27","17","18","87","24","44","54.5%","6","17","35.3%","21","26","80.8%","7","27","34","23","14","3","1","20","3","14","36","8","7","12-0(12-6)","14","19","23","24","92","28","53","52.8%","7","22","31.8%","15","22","68.2%","15","24","39","21","10","7","5","23","14","6","46","21","8","9-0(80-86)",14,"11.11","1696","â°ïl","ïxéR",TRUE,FALSE,7,12,0,0,0,0
"495","24","16","19","24","83","32","58","55.2%","3","11","27.3%","10","18","55.6%","14","26","40","19","15","10","6","21","8","12","46","17","21","9-0(24-12)","15","24","18","21","78","24","44","54.5%","5","17","29.4%","15","22","68.2%","8","25","33","16","14","8","3","21","6","3","34","13","7","8-0(31-30)",15,"11.12","1697","â°ïl","ïxéR",TRUE,FALSE,0,0,0,0,0,0
"496","13","14","16","13","56","25","57","43.9%","0","16","0%","6","9","66.7%","15","26","41","14","12","10","4","12","7","2","36","11","12","4-0(27-17)","25","17","15","9","66","23","45","51.1%","4","14","28.6%","8","12","66.7%","8","33","41","18","17","7","4","16","9","20","30","8","12","8-0(8-2)",16,"11.18","1716","â°ïl","éOâÕ",FALSE,TRUE,0,0,0,0,0,0
"497","26","17","19","10","72","24","53","45.3%","6","19","31.6%","6","11","54.5%","13","25","38","18","7","4","4","17","7","11","34","9","6","8-0(12-23)","20","38","13","19","90","19","45","42.2%","13","26","50%","13","18","72.2%","15","28","43","24","8","3","4","11","0","21","28","8","13","12-0(35-30)",17,"11.19","1717","â°ïl","éOâÕ",FALSE,TRUE,0,0,0,0,0,0
"498","7","17","11","17","52","16","44","36.4%","0","11","0%","20","30","66.7%","13","18","31","14","18","10","8","18","4","0","24","10","6","4-0(18-42)","30","20","19","21","90","17","35","48.6%","13","21","61.9%","17","19","89.5%","7","31","38","30","19","9","1","29","10","40","30","21","6","16-0(2-19)",18,"12.02","1730","â°ïl","óÆãÖ",TRUE,FALSE,0,0,0,0,0,0
"499","15","8","17","15","55","19","49","38.8%","3","14","21.4%","8","13","61.5%","11","26","37","16","15","7","4","20","7","0","30","8","7","6-0(31-44)","27","14","16","17","74","23","43","53.5%","6","24","25%","10","17","58.8%","16","30","46","21","14","7","4","15","10","27","32","15","17","10-0(44-69)",19,"12.03","1731","â°ïl","óÆãÖ",TRUE,FALSE,0,0,0,0,0,0
"500","11","17","25","17","70","20","39","51.3%","3","12","25%","21","29","72.4%","7","30","37","18","20","11","5","20","11","6","38","18","8","10-0(53-62)","24","19","19","16","78","21","44","47.7%","9","20","45%","9","21","42.9%","10","24","34","23","16","10","7","22","8","20","24","26","8","18-0(10-22)",20,"12.10","1752","â°ïl","ì»ñÿ",TRUE,FALSE,0,0,0,0,0,0
"501","14","21","22","10","67","19","38","50%","4","16","25%","17","22","77.3%","7","16","23","15","18","9","1","20","3","2","24","8","7","7-0(42-43)","16","27","16","27","86","24","41","58.5%","8","16","50%","14","22","63.6%","10","25","35","17","17","10","0","20","10","19","30","17","10","10-0(63-80)",21,"12.11","1753","â°ïl","ì»ñÿ",TRUE,FALSE,0,0,0,0,0,0
"502","19","18","17","22","76","24","47","51.1%","7","24","29.2%","7","8","87.5%","14","36","50","17","12","6","9","20","9","25","36","19","13","13-0(17-30)","17","9","13","19","58","13","50","26%","8","23","34.8%","8","17","47.1%","17","27","44","17","13","6","1","14","6","2","20","10","9","8-0(17-17)",22,"12.16","1766","â°ïl","ïxéR",FALSE,TRUE,0,0,0,0,0,0
"503","11","11","25","19","66","23","48","47.9%","6","20","30%","2","8","25%","15","22","37","15","14","10","2","16","4","6","26","17","13","7-0(42-33)","15","21","10","18","64","26","56","46.4%","3","7","42.9%","3","9","33.3%","15","25","40","18","18","8","3","18","12","16","34","11","13","8-0(19-11)",23,"12.17","1767","â°ïl","ïxéR",FALSE,TRUE,0,0,0,0,0,0
"504","22","26","16","18","82","18","42","42.9%","12","30","40%","10","14","71.4%","15","17","32","23","12","9","6","24","2","7","30","14","15","8-0(30-27)","27","18","20","25","90","27","48","56.3%","4","8","50%","24","30","80%","11","28","39","14","16","5","4","14","11","8","46","16","11","7-0(10-15)",24,"12.20","1783","â°ïl","êVäÉ",TRUE,FALSE,0,0,0,0,0,0
"505","20","21","14","23","78","24","35","68.6%","6","24","25%","12","20","60%","9","21","30","19","16","11","4","32","12","10","42","21","9","7-0(17-10)","15","20","22","26","83","13","38","34.2%","6","19","31.6%","39","43","90.7%","17","22","39","14","15","4","3","17","3","7","24","11","18","7-0(41-39)",25,"12.23","1797","â°ïl","ñkäCìπ",TRUE,FALSE,0,0,0,0,0,0
"506","20","16","20","21","77","24","46","52.2%","3","15","20%","20","25","80%","10","24","34","24","14","9","2","22","12","6","36","14","10","11-0(26-23)","23","17","17","23","80","17","39","43.6%","7","19","36.8%","25","26","96.2%","10","23","33","21","16","7","2","22","6","8","26","12","11","9-0(48-51)",26,"12.24","1798","â°ïl","ñkäCìπ",TRUE,FALSE,0,0,0,0,0,0
"507","22","18","19","28","87","27","49","55.1%","6","19","31.6%","15","26","57.7%","16","32","48","27","12","6","3","14","15","18","42","15","15","12-0(30-34)","20","18","18","13","69","27","59","45.8%","2","10","20%","9","11","81.8%","9","24","33","20","12","10","4","23","13","8","30","8","8","10-0(30-22)",27,"12.29","1817","â°ïl","é†âÍ",FALSE,TRUE,0,0,0,0,0,0
"508","12","24","20","24","80","21","44","47.7%","7","18","38.9%","17","24","70.8%","7","29","36","20","13","9","1","21","16","6","36","21","5","9-0(69-68)","19","20","26","9","74","21","52","40.4%","3","12","25%","23","30","76.7%","15","28","43","19","15","6","4","21","10","14","28","12","9","9-0(50-38)",28,"12.30","1818","â°ïl","é†âÍ",FALSE,TRUE,0,0,0,0,0,0
"509","26","17","16","20","79","24","51","47.1%","7","19","36.8%","10","19","52.6%","12","23","35","21","12","8","2","19","7","12","40","15","14","10-0(71-65)","16","30","25","24","95","25","43","58.1%","11","25","44%","12","20","60%","12","33","45","22","15","8","3","18","19","22","46","7","10","11-0(89-67)",29,"1.20","1829","â°ïl","êÁót",FALSE,TRUE,0,0,0,0,0,0
"510","13","22","18","25","78","23","49","46.9%","7","20","35%","11","14","78.6%","7","18","25","18","11","7","4","11","2","1","42","6","6","8-0(100-69)","31","22","31","30","114","30","48","62.5%","15","27","55.6%","9","11","81.8%","12","31","43","34","11","7","4","19","13","39","54","13","13","10-0(21-8)",30,"1.21","1830","â°ïl","êÁót",FALSE,TRUE,0,0,0,0,0,0
"511","21","17","17","25","80","24","48","50%","8","23","34.8%","8","12","66.7%","14","26","40","20","11","3","3","18","4","8","32","15","14","7-0(12-4)","17","15","28","21","81","23","41","56.1%","7","20","35%","14","20","70%","6","27","33","15","10","8","2","17","2","8","40","14","6","9-0(38-41)",31,"1.27","1849","â°ïl","ñºå√âÆD",TRUE,FALSE,0,0,0,0,0,0
"512","21","19","23","14","77","30","64","46.9%","3","15","20%","8","12","66.7%","18","27","45","17","13","10","3","22","4","24","46","19","15","13-0(36-18)","13","8","27","30","78","17","32","53.1%","7","21","33.3%","23","31","74.2%","7","30","37","18","18","8","8","18","7","1","30","17","7","8-0(77-78)",32,"1.28","1850","â°ïl","ñºå√âÆD",TRUE,FALSE,0,0,0,0,0,0
